  376.060607 |   0)   0.000 us    |                      } /* add_preempt_count */
  376.089294 |   1) + 30.517 us   |  }
  376.089294 |   1)               |  sys_read() {
  376.089294 |   1)               |    fget_light() {
  376.089294 |   1)   0.000 us    |      __rcu_read_lock();
  376.089294 |   1)   0.000 us    |      __rcu_read_unlock();
  376.089294 |   1)   0.000 us    |    }
  376.089294 |   1)               |    vfs_read() {
  376.089324 |   1)               |      rw_verify_area() {
  376.089324 |   1)               |        security_file_permission() {
  376.089324 |   1)   0.000 us    |          cap_file_permission();
  376.089324 |   1)               |          __fsnotify_parent() {
 ------------------------------------------
 1)  mediase-2081  =>    cat-2927   
 ------------------------------------------

  376.119049 |   1)               |            dget_parent() {
  376.119049 |   1)   0.000 us    |        } /* vm_stat_account */
  376.119049 |   1) ! 335.694 us  |      } /* mmap_region */
  376.119049 |   1) ! 366.211 us  |    } /* do_mmap_pgoff */
  376.119049 |   1)               |    up_write() {
  376.119049 |   1)               |      _raw_spin_lock_irqsave() {
  376.119049 |   1)               |        __raw_spin_lock_irqsave() {
  376.119049 |   1)   0.000 us    |          add_preempt_count();
  376.119049 |   1)   0.000 us    |        }
  376.119049 |   1)   0.000 us    |      }
  376.119049 |   1)               |      _raw_spin_unlock_irqrestore() {
  376.119049 |   1)   0.000 us    |        sub_preempt_count();
  376.119049 |   1)   0.000 us    |      }
  376.119079 |   1)   0.000 us    |    }
  376.119079 |   1)   0.000 us    |    fput();
  376.119079 |   1) ! 427.246 us  |  } /* sys_mmap_pgoff */
  376.119079 |   1)               |  sys_mprotect() {
  376.119079 |   1)               |    down_write() {
  376.119079 |   1)               |      _raw_spin_lock_irqsave() {
  376.119079 |   1)               |        __raw_spin_lock_irqsave() {
  376.119079 |   1)   0.000 us    |          add_preempt_count();
  376.119079 |   1)   0.000 us    |        }
  376.119079 |   1)   0.000 us    |      }
  376.119079 |   1)               |      _raw_spin_unlock_irqrestore() {
  376.119079 |   1)   0.000 us    |        sub_preempt_count();
  376.119079 |   1)   0.000 us    |      }
  376.119079 |   1)   0.000 us    |    }
  376.119110 |   1)   0.000 us    |    find_vma_prev();
  376.119110 |   1)               |    security_file_mprotect() {
  376.119110 |   1)   0.000 us    |      cap_file_mprotect();
  376.119110 |   1)   0.000 us    |    }
  376.119110 |   1)               |    mprotect_fixup() {
  376.119110 |   1)               |      security_vm_enough_memory() {
  376.119110 |   1)               |        cap_vm_enough_memory() {
  376.119110 |   1)   0.000 us    |          cap_capable();
  376.119110 |   1)               |          __vm_enough_memory() {
  376.119110 |   1)   0.000 us    |            add_preempt_count();
  376.119110 |   1)   0.000 us    |            sub_preempt_count();
  376.119140 |   1) + 30.518 us   |          }
  376.119140 |   1) + 30.518 us   |        }
  376.119140 |   1) + 30.518 us   |      }
  376.119140 |   1)   0.000 us    |      vma_merge();
  376.119140 |   1)   0.000 us    |      vm_get_page_prot();
  376.119140 |   1)   0.000 us    |      vma_wants_writenotify();
  376.119140 |   1)   0.000 us    |      flush_cache_range();
  376.119140 |   1)               |      _raw_spin_lock() {
  376.119140 |   1)               |        __raw_spin_lock() {
  376.119140 |   1)   0.000 us    |          add_preempt_count();
  376.119171 |   1) + 30.517 us   |        }
  376.119171 |   1) + 30.517 us   |      }
  376.119171 |   1)               |      _raw_spin_unlock() {
  376.119171 |   1)   0.000 us    |        sub_preempt_count();
  376.119171 |   1)   0.000 us    |      }
  376.119171 |   1)   0.000 us    |      flush_tlb_range();
  376.119171 |   1)   0.000 us    |      vm_stat_account();
  376.119171 |   1)   0.000 us    |      vm_stat_account();
  376.119171 |   1) + 61.035 us   |    }
  376.119171 |   1)               |    up_write() {
  376.119171 |   1)               |      _raw_spin_lock_irqsave() {
  376.119171 |   1)               |        __raw_spin_lock_irqsave() {
  376.119171 |   1) + 30.518 us   |          add_preempt_count();
  376.119201 |   1) + 30.518 us   |        }
  376.119201 |   1) + 30.518 us   |      }
  376.119201 |   1)               |      _raw_spin_unlock_irqrestore() {
  376.119201 |   1)   0.000 us    |        sub_preempt_count();
  376.119201 |   1)   0.000 us    |      }
  376.119201 |   1) + 30.518 us   |    }
  376.119201 |   1) ! 122.071 us  |  }
  376.119201 |   1)               |  sys_mmap_pgoff() {
 ------------------------------------------
 1)    cat-2927    =>  mediase-2081 
 ------------------------------------------

  376.143310 |   1)               |    fget() {
  376.143310 |   1)   0.000 us    |                      } /* clear_buddies */
CPU:0 [LOST 14664 EVENTS]
 ------------------------------------------
 0)    sh-2928     =>    cat-2671   
 ------------------------------------------

  376.152557 |   0)   0.000 us    |      } /* rw_verify_area */
  376.152557 |   0)               |      do_sync_write() {
  376.152557 |   0)               |        generic_file_aio_write() {
  376.152557 |   0)   0.000 us    |          mutex_lock();
  376.152557 |   0)   0.000 us    |          blk_start_plug();
  376.152557 |   0)               |          __generic_file_aio_write() {
  376.152557 |   0) + 30.517 us   |            generic_segment_checks();
  376.152587 |   0)   0.000 us    |            file_remove_suid();
  376.152587 |   0)               |            file_update_time() {
  376.152587 |   0)               |              current_fs_time() {
  376.152587 |   0)   0.000 us    |                current_kernel_time();
  376.152587 |   0)   0.000 us    |                timespec_trunc();
  376.152587 |   0)   0.000 us    |              }
  376.152587 |   0)   0.000 us    |            }
  376.152587 |   0)               |            generic_file_buffered_write() {
  376.152587 |   0)   0.000 us    |              iov_iter_advance();
  376.152587 |   0) + 30.518 us   |              iov_iter_fault_in_readable();
  376.152618 |   0)               |              fat_write_begin() {
  376.152618 |   0)               |                cont_write_begin() {
  376.152618 |   0)               |                  block_write_begin() {
  376.152618 |   0)               |                    grab_cache_page_write_begin() {
  376.152618 |   0)               |                      find_lock_page() {
  376.152618 |   0)               |                        find_get_page() {
  376.152618 |   0)   0.000 us    |                          __rcu_read_lock();
  376.152618 |   0)   0.000 us    |                          __rcu_read_unlock();
  376.152618 |   0)   0.000 us    |                        }
  376.152618 |   0)   0.000 us    |                      }
  376.152618 |   0)   0.000 us    |                    }
  376.152618 |   0) + 30.517 us   |                    __block_write_begin();
  376.152648 |   0) + 30.517 us   |                  }
  376.152648 |   0) + 30.517 us   |                }
  376.152648 |   0) + 30.517 us   |              }
  376.152648 |   0)   0.000 us    |              add_preempt_count();
  376.152648 |   0)               |              iov_iter_copy_from_user_atomic() {
  376.152648 |   0)               |                __kmap_atomic() {
  376.152648 |   0)   0.000 us    |                  add_preempt_count();
  376.152648 |   0)   0.000 us    |                  page_address();
  376.152648 |   0)   0.000 us    |                }
  376.152648 |   0)               |                __kunmap_atomic() {
  376.152648 |   0)   0.000 us    |                  sub_preempt_count();
  376.152679 |   0) + 30.518 us   |                }
  376.152679 |   0) + 30.518 us   |              }
  376.152679 |   0)   0.000 us    |              sub_preempt_count();
  376.152679 |   0)   0.000 us    |              flush_dcache_page();
  376.152679 |   0)   0.000 us    |              mark_page_accessed();
  376.152679 |   0)               |              fat_write_end() {
  376.152679 |   0)               |                generic_write_end() {
  376.152679 |   0)               |                  block_write_end() {
  376.152679 |   0)   0.000 us    |                    flush_dcache_page();
  376.152679 |   0)               |                    __block_commit_write() {
  376.152679 |   0)   0.000 us    |                      mark_buffer_dirty();
  376.152709 |   0) + 30.517 us   |                    }
  376.152709 |   0) + 30.517 us   |                  }
  376.152709 |   0)               |                  unlock_page() {
 ------------------------------------------
 0)    cat-2671    =>  mediase-2081 
 ------------------------------------------

  376.189300 |   0)   0.000 us    |                    __wake_up_bit();
  376.189300 |   0)   0.000 us    |            } /* rcu_irq_enter */
  376.189300 |   0)   0.000 us    |            idle_cpu();
  376.189300 |   0)   0.000 us    |            add_preempt_count();
  376.189300 |   0)   0.000 us    |          } /* irq_enter */
  376.189300 |   0)               |          generic_handle_irq() {
  376.189300 |   0)               |            handle_percpu_devid_irq() {
  376.189331 |   0)               |              twd_handler() {
  376.189331 |   0)               |                hrtimer_interrupt() {
  376.189331 |   0)               |                  ktime_get() {
  376.189331 |   0)   0.000 us    |                    clocksource_mmio_readl_up();
  376.189331 |   0)   0.000 us    |                  }
  376.189331 |   0)               |                  _raw_spin_lock() {
  376.189331 |   0)               |                    __raw_spin_lock() {
  376.189331 |   0)   0.000 us    |                      add_preempt_count();
  376.189331 |   0)   0.000 us    |                    }
  376.189331 |   0)   0.000 us    |                  }
  376.189331 |   0)               |                  _raw_spin_unlock() {
  376.189331 |   0)   0.000 us    |                    sub_preempt_count();
  376.189331 |   0)   0.000 us    |                  }
  376.189331 |   0)               |                  tick_program_event() {
  376.189361 |   0)               |                    clockevents_program_event() {
  376.189361 |   0)               |                      ktime_get() {
  376.189361 |   0)   0.000 us    |                        clocksource_mmio_readl_up();
  376.189361 |   0)   0.000 us    |                      }
  376.189361 |   0)   0.000 us    |                      twd_set_next_event();
  376.189361 |   0) + 30.518 us   |                    }
  376.189361 |   0) + 30.518 us   |                  }
  376.189361 |   0) + 30.518 us   |                }
  376.189361 |   0) + 61.035 us   |              }
  376.189361 |   0)   0.000 us    |              gic_eoi_irq();
  376.189361 |   0) + 61.035 us   |            }
  376.189361 |   0) + 61.035 us   |          }
  376.189361 |   0)               |          irq_exit() {
  376.189361 |   0)   0.000 us    |            sub_preempt_count();
  376.189392 |   0)               |            rcu_irq_exit() {
  376.189392 |   0)   0.000 us    |              rcu_enter_nohz();
  376.189392 |   0)   0.000 us    |            }
  376.189392 |   0)   0.000 us    |            idle_cpu();
  376.189392 |   0)   0.000 us    |            sub_preempt_count();
  376.189392 |   0) + 30.517 us   |          }
  376.189392 |   0) + 91.552 us   |        } /* handle_IRQ */
  376.189392 |   0) + 91.552 us   |      } /* asm_do_IRQ */
  376.189392 |   0)   <========== |
  376.189392 |   0) ! 122.070 us  |  } /* sys_llseek */
  376.189392 |   0)               |  sys_read() {
  376.189392 |   0)               |    fget_light() {
  376.189392 |   0)   0.000 us    |      __rcu_read_lock();
  376.189392 |   0) + 30.518 us   |      __rcu_read_unlock();
  376.189422 |   0) + 30.518 us   |    }
  376.189422 |   0)               |    vfs_read() {
  376.189422 |   0)               |      rw_verify_area() {
  376.189422 |   0)               |        security_file_permission() {
  376.189422 |   0)   0.000 us    |          cap_file_permission();
  376.189422 |   0)               |          __fsnotify_parent() {
  376.189422 |   0)               |            dget_parent() {
  376.189422 |   0)               |              __rcu_read_lock() {
CPU:1 [LOST 16371 EVENTS]
 ------------------------------------------
 1)  mediase-2081  =>    cat-2927   
 ------------------------------------------

  376.204010 |   1) + 30.517 us   |      } /* sub_preempt_count */
  376.204010 |   1)   0.000 us    |      add_preempt_count();
  376.204010 |   1)               |      _raw_spin_lock() {
  376.204223 |   1)               |        __raw_spin_lock() {
  376.204223 |   1) + 30.517 us   |        }
  376.204223 |   1) + 30.517 us   |      }
CPU:0 [LOST 13484 EVENTS]
  376.216308 |   0)   0.000 us    |          } /* put_page */
  376.216308 |   0)               |          touch_atime() {
  376.216308 |   0)               |            current_fs_time() {
  376.216308 |   0)   0.000 us    |              current_kernel_time();
  376.216308 |   0)   0.000 us    |              timespec_trunc();
  376.216308 |   0)   0.000 us    |            }
  376.216308 |   0)   0.000 us    |          }
  376.216308 |   0)               |          blk_finish_plug() {
  376.216339 |   0) + 30.518 us   |            blk_flush_plug_list();
  376.216339 |   0) + 30.518 us   |          }
  376.216339 |   0) + 91.553 us   |        } /* generic_file_aio_read */
  376.216339 |   0) + 91.553 us   |      } /* do_sync_read */
  376.216339 |   0)               |      __fsnotify_parent() {
  376.216339 |   0)               |        dget_parent() {
  376.216339 |   0)   0.000 us    |          __rcu_read_lock();
  376.216339 |   0)               |          _raw_spin_lock() {
  376.216339 |   0)               |            __raw_spin_lock() {
  376.216339 |   0)   0.000 us    |              add_preempt_count();
  376.216339 |   0)   0.000 us    |            }
  376.216339 |   0)   0.000 us    |          }
  376.216339 |   0)   0.000 us    |          __rcu_read_unlock();
  376.216339 |   0)               |          _raw_spin_unlock() {
  376.216369 |   0) + 30.517 us   |            sub_preempt_count();
  376.216369 |   0) + 30.517 us   |          }
  376.216369 |   0) + 30.517 us   |        }
  376.216369 |   0)               |        dput() {
  376.216369 |   0)               |          _raw_spin_lock() {
  376.216369 |   0)               |            __raw_spin_lock() {
  376.216369 |   0)   0.000 us    |              add_preempt_count();
  376.216369 |   0)   0.000 us    |            }
  376.216369 |   0)   0.000 us    |          }
  376.216369 |   0)               |          _raw_spin_unlock() {
  376.216369 |   0)   0.000 us    |            sub_preempt_count();
  376.216369 |   0)   0.000 us    |          }
  376.216369 |   0)   0.000 us    |        }
  376.216369 |   0) + 30.517 us   |      }
  376.216369 |   0)   0.000 us    |      fsnotify();
  376.216400 |   0) ! 305.176 us  |    }
  376.216400 |   0)   0.000 us    |    fput();
  376.216400 |   0) ! 335.693 us  |  }
  376.216400 |   0)               |  sys_llseek() {
  376.216400 |   0)               |    fget_light() {
  376.216400 |   0)   0.000 us    |      __rcu_read_lock();
  376.216400 |   0)   0.000 us    |      __rcu_read_unlock();
  376.216400 |   0)   0.000 us    |    }
  376.216400 |   0)               |    vfs_llseek() {
  376.216400 |   0)               |      ext4_llseek() {
  376.216400 |   0)   0.000 us    |        generic_file_llseek_size();
  376.216400 |   0)   0.000 us    |      }
  376.216430 |   0)   0.000 us    |    }
  376.216430 |   0)   0.000 us    |    fput();
  376.216430 |   0) + 30.518 us   |  }
  376.216430 |   0)               |  sys_read() {
  376.216430 |   0)               |    fget_light() {
  376.216430 |   0)   0.000 us    |      __rcu_read_lock();
  376.216430 |   0)   0.000 us    |      __rcu_read_unlock();
  376.216430 |   0)   0.000 us    |    }
  376.216430 |   0)               |    vfs_read() {
  376.216430 |   0)               |      rw_verify_area() {
  376.216430 |   0)               |        security_file_permission() {
  376.216430 |   0)   0.000 us    |          cap_file_permission();
  376.216430 |   0)               |          __fsnotify_parent() {
  376.216430 |   0)               |            dget_parent() {
  376.216461 |   0)   0.000 us    |              __rcu_read_lock();
  376.216461 |   0)               |              _raw_spin_lock() {
  376.216461 |   0)               |                __raw_spin_lock() {
  376.216461 |   0)   0.000 us    |                  add_preempt_count();
  376.256469 |   0)               |            dget_parent() {
  376.256469 |   0)   0.000 us    |              __rcu_read_lock();
  376.256469 |   0)               |              _raw_spin_lock() {
  376.256469 |   0)               |                __raw_spin_lock() {
  376.256469 |   0)   0.000 us    |                  add_preempt_count();
  376.256469 |   0)   0.000 us    |                }
  376.256469 |   0)   0.000 us    |              }
  376.256500 |   0)   0.000 us    |              __rcu_read_unlock();
  376.256500 |   0)               |              _raw_spin_unlock() {
  376.256500 |   0)   0.000 us    |                sub_preempt_count();
  376.256500 |   0)   0.000 us    |              }
  376.256500 |   0) + 30.518 us   |            }
  376.256500 |   0)               |            dput() {
  376.256500 |   0)               |              _raw_spin_lock() {
  376.256500 |   0)               |                __raw_spin_lock() {
  376.256500 |   0)   0.000 us    |                  add_preempt_count();
  376.256500 |   0)   0.000 us    |                }
  376.256500 |   0)   0.000 us    |              }
  376.256500 |   0)               |              _raw_spin_unlock() {
  376.256500 |   0)   0.000 us    |                sub_preempt_count();
  376.256500 |   0)   0.000 us    |              }
  376.256530 |   0) + 30.517 us   |            }
  376.256530 |   0) + 61.035 us   |          }
  376.256530 |   0)   0.000 us    |          fsnotify();
  376.256530 |   0) + 61.035 us   |        }
  376.256530 |   0) + 61.035 us   |      }
  376.256530 |   0)               |      do_sync_read() {
  376.256530 |   0)               |        generic_file_aio_read() {
  376.256530 |   0)   0.000 us    |          generic_segment_checks();
  376.256530 |   0)   0.000 us    |          blk_start_plug();
  376.256530 |   0)   0.000 us    |          _cond_resched();
  376.256530 |   0)               |          find_get_page() {
  376.256530 |   0)   0.000 us    |            __rcu_read_lock();
  376.256530 |   0) + 30.518 us   |            __rcu_read_unlock();
  376.256561 |   0) + 30.518 us   |          }
  376.256561 |   0)   0.000 us    |          mark_page_accessed();
  376.256561 |   0)               |          file_read_actor() {
  376.256561 |   0)               |            __kmap_atomic() {
  376.256561 |   0)   0.000 us    |              add_preempt_count();
  376.256561 |   0)               |              page_address() {
CPU:1 [LOST 18738 EVENTS]
 ------------------------------------------
 1)    cat-2927    =>    cat-2671   
 ------------------------------------------

  376.274688 |   1)   0.000 us    |        } /* __raw_spin_lock */
  376.274688 |   1)   0.000 us    |      } /* _raw_spin_lock */
  376.274719 |   1)               |      _raw_spin_unlock() {
  376.274719 |   1)   0.000 us    |        sub_preempt_count();
  376.274719 |   1) + 30.518 us   |      }
  376.274719 |   1)   0.000 us    |      add_preempt_count();
  376.274719 |   1)   0.000 us    |      sub_preempt_count();
  376.274719 |   1)   0.000 us    |      add_preempt_count();
  376.274719 |   1)   0.000 us    |      sub_preempt_count();
  376.274719 |   1)   0.000 us    |      add_preempt_count();
  376.274749 |   1)               |      _raw_spin_lock() {
  376.274749 |   1)               |        __raw_spin_lock() {
  376.274749 |   1)   0.000 us    |          add_preempt_count();
  376.274749 |   1)   0.000 us    |        }
  376.274749 |   1) + 30.517 us   |      }
  376.274749 |   1)               |      _raw_spin_unlock() {
  376.274749 |   1)   0.000 us    |        sub_preempt_count();
  376.274749 |   1)   0.000 us    |      }
  376.274749 |   1)   0.000 us    |      sub_preempt_count();
  376.274749 |   1)               |      _raw_spin_lock() {
  376.274749 |   1)               |        __raw_spin_lock() {
  376.274749 |   1)   0.000 us    |          add_preempt_count();
  376.274749 |   1)   0.000 us    |        }
  376.274749 |   1)   0.000 us    |      }
  376.274780 |   1)               |      _raw_spin_unlock() {
 ------------------------------------------
 1)    cat-2671    =>  AudioOu-2162 
 ------------------------------------------

  376.280975 |   1)   0.000 us    |        sub_preempt_count();
 ------------------------------------------
 0)  mediase-2081  =>  AudioOu-2162 
 ------------------------------------------

  376.280975 |   0)   0.000 us    |              } /* rcu_enter_nohz */
  376.280975 |   0)   0.000 us    |            } /* rcu_irq_exit */
  376.280975 |   0)   0.000 us    |            idle_cpu();
  376.280975 |   0)   0.000 us    |            sub_preempt_count();
  376.281005 |   0) + 91.553 us   |          } /* irq_exit */
  376.281005 |   0) ! 335.693 us  |        } /* handle_IRQ */
  376.281005 |   0) ! 335.693 us  |      } /* asm_do_IRQ */
  376.281005 |   0)   <========== |
  376.281005 |   0)               |      cap_file_ioctl() {
CPU:1 [LOST 21839 EVENTS]
 ------------------------------------------
 1)  AudioOu-2162  =>  mediase-2081 
 ------------------------------------------

  376.315856 |   1)   0.000 us    |          } /* _raw_spin_unlock */
  376.315856 |   1) + 30.517 us   |        } /* dget_parent */
  376.315856 |   1)               |        dput() {
  376.315856 |   1)               |          _raw_spin_lock() {
  376.315856 |   1)               |            __raw_spin_lock() {
  376.315856 |   1)   0.000 us    |              add_preempt_count();
  376.315856 |   1)   0.000 us    |            }
  376.315856 |   1)   0.000 us    |          }
  376.315856 |   1)               |          _raw_spin_unlock() {
  376.315887 |   1)   0.000 us    |            sub_preempt_count();
  376.315887 |   1) + 30.518 us   |          }
  376.315887 |   1) + 30.518 us   |        }
  376.315887 |   1) + 61.035 us   |      } /* __fsnotify_parent */
  376.315887 |   1)   0.000 us    |      fsnotify();
  376.315887 |   1) ! 183.106 us  |    } /* vfs_read */
  376.315887 |   1)   0.000 us    |    fput();
  376.315887 |   1) ! 213.623 us  |  } /* sys_read */
  376.315887 |   1)               |  sys_llseek() {
  376.315887 |   1)               |    fget_light() {
  376.315887 |   1)   0.000 us    |      __rcu_read_lock();
  376.315887 |   1)   0.000 us    |      __rcu_read_unlock();
  376.315917 |   1) + 30.517 us   |    }
  376.315917 |   1)               |    vfs_llseek() {
  376.315917 |   1)               |      ext4_llseek() {
  376.315917 |   1)   0.000 us    |        generic_file_llseek_size();
  376.315917 |   1)   0.000 us    |      }
  376.315917 |   1)   0.000 us    |    }
  376.315917 |   1)   0.000 us    |    fput();
  376.315917 |   1) + 30.517 us   |  }
  376.315917 |   1)               |  sys_read() {
  376.315917 |   1)               |    fget_light() {
  376.315917 |   1)   0.000 us    |      __rcu_read_lock();
  376.315917 |   1)   0.000 us    |      __rcu_read_unlock();
  376.315917 |   1)   0.000 us    |    }
  376.315917 |   1)               |    vfs_read() {
  376.315948 |   1)               |      rw_verify_area() {
  376.315948 |   1)               |        security_file_permission() {
  376.315948 |   1)   0.000 us    |          cap_file_permission();
  376.315948 |   1)               |          __fsnotify_parent() {
  376.315948 |   1)               |            dget_parent() {
  376.315948 |   1)   0.000 us    |              __rcu_read_lock();
  376.315948 |   1)               |              _raw_spin_lock() {
  376.315948 |   1)               |                __raw_spin_lock() {
  376.315948 |   1)   0.000 us    |                  add_preempt_count();
  376.315948 |   1)   0.000 us    |                }
  376.315948 |   1)   0.000 us    |              }
  376.315948 |   1)   0.000 us    |              __rcu_read_unlock();
  376.315948 |   1)               |              _raw_spin_unlock() {
  376.315948 |   1)   0.000 us    |                sub_preempt_count();
  376.315979 |   1) + 30.517 us   |              }
  376.315979 |   1) + 30.517 us   |            }
  376.315979 |   1)               |            dput() {
  376.315979 |   1)               |              _raw_spin_lock() {
 ------------------------------------------
 1)  mediase-2081  =>    cat-2758   
 ------------------------------------------

  376.345184 |   1)               |                __raw_spin_lock() {
  376.345184 |   1)   0.000 us    |      } /* add_preempt_count */
  376.345184 |   1)   0.000 us    |      sub_preempt_count();
  376.345184 |   1)               |      _raw_spin_lock() {
  376.345184 |   1)               |        __raw_spin_lock() {
  376.345214 |   1) + 30.517 us   |          add_preempt_count();
  376.345214 |   1) + 30.517 us   |        }
  376.345214 |   1) + 30.517 us   |      }
  376.345214 |   1)               |      _raw_spin_unlock() {
  376.345214 |   1)   0.000 us    |        sub_preempt_count();
  376.345214 |   1)   0.000 us    |      }
  376.345214 |   1)   0.000 us    |      add_preempt_count();
  376.345214 |   1)   0.000 us    |      sub_preempt_count();
  376.345214 |   1)               |      _raw_spin_lock() {
  376.345214 |   1)               |        __raw_spin_lock() {
  376.345214 |   1)   0.000 us    |          add_preempt_count();
  376.345245 |   1) + 30.518 us   |        }
  376.345245 |   1) + 30.518 us   |      }
  376.345245 |   1)               |      _raw_spin_unlock() {
  376.345245 |   1)   0.000 us    |        sub_preempt_count();
  376.345245 |   1)   0.000 us    |      }
  376.345245 |   1)   0.000 us    |      add_preempt_count();
  376.345245 |   1)   0.000 us    |      sub_preempt_count();
  376.345245 |   1)   0.000 us    |      add_preempt_count();
  376.345245 |   1)   0.000 us    |      sub_preempt_count();
  376.345275 |   1)   0.000 us    |      add_preempt_count();
  376.345275 |   1)   0.000 us    |      sub_preempt_count();
  376.345275 |   1)               |      _raw_spin_lock() {
  376.345275 |   1)               |        __raw_spin_lock() {
  376.345275 |   1)   0.000 us    |          add_preempt_count();
  376.345275 |   1)   0.000 us    |        }
  376.345275 |   1)   0.000 us    |      }
  376.345275 |   1)               |      _raw_spin_unlock() {
  376.345275 |   1) + 30.518 us   |        sub_preempt_count();
  376.345306 |   1) + 30.518 us   |      }
  376.345306 |   1)   0.000 us    |      add_preempt_count();
  376.345306 |   1)   0.000 us    |      sub_preempt_count();
  376.345306 |   1)               |      _raw_spin_lock() {
  376.345306 |   1)               |        __raw_spin_lock() {
  376.345306 |   1)   0.000 us    |          add_preempt_count();
  376.345306 |   1)   0.000 us    |        }
  376.345306 |   1)   0.000 us    |      }
  376.345306 |   1)               |      _raw_spin_unlock() {
  376.345306 |   1)   0.000 us    |        sub_preempt_count();
  376.345336 |   1)   0.000 us    |      }
  376.345336 |   1)   0.000 us    |      add_preempt_count();
  376.345336 |   1)   0.000 us    |      sub_preempt_count();
  376.345336 |   1)   0.000 us    |      add_preempt_count();
  376.345336 |   1)   0.000 us    |      sub_preempt_count();
  376.345336 |   1)   0.000 us    |      add_preempt_count();
  376.345336 |   1)               |      _raw_spin_lock() {
  376.345336 |   1)               |        __raw_spin_lock() {
  376.345336 |   1)   0.000 us    |          add_preempt_count();
  376.345367 |   1) + 30.517 us   |        }
  376.345367 |   1) + 30.517 us   |      }
  376.345367 |   1)               |      _raw_spin_unlock() {
  376.345367 |   1)   0.000 us    |        sub_preempt_count();
  376.345367 |   1)   0.000 us    |      }
  376.345367 |   1)   0.000 us    |      sub_preempt_count();
  376.345367 |   1)               |      _raw_spin_lock() {
  376.345367 |   1)               |        __raw_spin_lock() {
  376.345367 |   1)   0.000 us    |          add_preempt_count();
  376.345367 |   1)   0.000 us    |        }
  376.345367 |   1)   0.000 us    |      }
  376.345367 |   1)               |      _raw_spin_unlock() {
 ------------------------------------------
 1)    cat-2758    =>  rb_cons-526  
 ------------------------------------------

  376.374481 |   1)               |                __raw_spin_lock() {
  376.374481 |   1)   0.000 us    |                  add_preempt_count();
  376.374481 |   1)   0.000 us    |                }
  376.374481 |   1)   0.000 us    |              }
  376.374481 |   1)               |              __run_hrtimer() {
  376.374481 |   1)   0.000 us    |                __remove_hrtimer();
  376.374481 |   1)               |                _raw_spin_unlock() {
  376.374481 |   1)   0.000 us    |                  sub_preempt_count();
  376.374481 |   1)   0.000 us    |                }
  376.374481 |   1)               |                tick_sched_timer() {
